cid,cid_geom
SANB040,POINT(-97.66141572052798 27.19844795082919)
SANB039,POINT(-97.89568783547301 27.59314357924346)
SANB348,POINT(-98.24910525700227 27.77915837062186)
SANB350,POINT(-98.72883994132818 27.56389676332059)
SANB243,POINT(-97.54447011438718 27.01377584451918)
SANB645,POINT(-98.69107129351335 27.17773553089624)
SANB038,POINT(-97.7513324872371 26.56252133115691)
SANB037,POINT(-98.23054836217129 26.71001721561746)
SANB352,POINT(-97.58020338614226 25.97193932111989)
SANB353,POINT(-98.11695644056589 26.31777550740139)
SANB642,POINT(-98.55576858124026 27.21566731484475)
SANB640,POINT(-97.90764349510323 27.31570973942716)
SANB033,POINT(-98.26192866671992 26.79022725400265)
SANB639,POINT(-98.51316354254058 27.11884876139987)
SANB447,POINT(-98.81368681647571 27.20467852609013)
SANB032,POINT(-98.18993903011287 27.07195514214072)
SANB637,POINT(-97.60887199535792 26.77084889765733)
SANB635,POINT(-98.04609209894707 26.460040069087)
SANB030,POINT(-97.84680415936613 27.54284187091835)
SANB450,POINT(-98.0379003599844 27.36405498421682)
SANB452,POINT(-98.35819991757647 27.70070676299514)
SANB245,POINT(-98.49200719621074 27.75942029113105)
SANB029,POINT(-99.12032758677306 26.67241577656294)
SANB027,POINT(-97.82794326610035 26.11049932593338)
SANB024,POINT(-98.7672636996965 27.45645821697824)
SANB356,POINT(-98.03370397684343 26.3853269093577)
SANB358,POINT(-98.1785577132032 26.38224625534821)
SANB249,POINT(-98.2323177496247 26.49534612259836)
SANB020,POINT(-98.12307811141787 27.27013000355394)
SANB019,POINT(-98.15563900621154 26.48109004126908)
SANB015,POINT(-98.14273532038207 27.53510902803156)
SANB453,POINT(-98.18040252449336 26.3968862768018)
SANB421,POINT(-98.75171029947306 26.73498198080651)
SANB011,POINT(-98.23534769087955 27.82179412607704)
SANB253,POINT(-98.39695189607487 27.39576160849757)
SANB681,POINT(-98.80146234089715 26.70383992958424)
SANB601,POINT(-98.11705726659343 26.81435956464858)
SANB362,POINT(-98.37118834345495 27.05838272524001)
SANB293,POINT(-98.81172614554008 26.82221125952222)
SANB363,POINT(-98.5161753353971 26.35722665538349)
SANB685,POINT(-98.00660259786603 26.46909110166431)
SANB602,POINT(-98.20409614932785 26.42383690532066)
SANB271,POINT(-99.00511442669988 28.33116708129801)
SANB686,POINT(-98.73608344136603 26.4267222535731)
SANB461,POINT(-97.8831677969276 26.78719924281698)
SANB466,POINT(-99.84166563517802 28.28088777741675)
SANB603,POINT(-98.17382668515405 26.39591871055851)
SANB606,POINT(-97.58188244470571 27.58950117075881)
SANB268,POINT(-98.12498353324175 26.32828412964994)
SANB690,POINT(-99.20318129727885 27.55732837912862)
SANB118,POINT(-98.9111778027261 26.61388915735848)
SANB231,POINT(-97.91916441081847 26.2501785936082)
SANB607,POINT(-98.0838555358537 26.56870401348077)
SANB609,POINT(-98.63129743873895 26.75312809808392)
SANB334,POINT(-99.19477139014398 27.06729301610605)
SANB610,POINT(-98.88109863548263 26.76458437636302)
SANB232,POINT(-97.73978331271347 27.39956342665681)
SANB467,POINT(-99.11012692389707 27.79788089411925)
SANB471,POINT(-98.79841112641367 26.69468605358148)
SANB692,POINT(-98.01130494540871 26.45746437399221)
SANB612,POINT(-98.81829539607753 26.91282271602977)
SANB261,POINT(-98.13971212475421 26.75263621457228)
SANB693,POINT(-98.78008487362287 26.94931833106639)
SANB368,POINT(-99.54819393171394 28.20934616190503)
SANB476,POINT(-98.99874672841986 28.42702391582182)
SANB694,POINT(-98.40022541722291 27.93909718655052)
SANB695,POINT(-98.38764673726547 26.90990224238779)
SANB696,POINT(-98.93316985537754 27.97600643042628)
SANB009,POINT(-98.6930547525436 26.80816219183744)
SANB369,POINT(-97.35716649881853 27.64759065578707)
SANB117,POINT(-98.96083014712607 27.36127982772346)
SANB116,POINT(-98.49273916629201 27.09502925814826)
SANB008,POINT(-98.5094438132031 26.335658864936)
SANB007,POINT(-97.69266273067579 27.00356873651418)
SANB005,POINT(-98.33240093890093 26.17395338635233)
SANB676,POINT(-97.95496828372009 26.17786435148705)
SANB141,POINT(-98.17329081380485 27.60269395094037)
SANB109,POINT(-98.19526750684469 26.39138987040068)
SANB370,POINT(-98.74763648395039 26.78693177602661)
SANB675,POINT(-97.95673612733385 26.12810327605143)
SANB596,POINT(-98.7049145548601 26.42364529543357)
SANB595,POINT(-98.27512716301521 26.35495781647313)
SANB589,POINT(-97.94114991527661 26.32562474526437)
SANB488,POINT(-98.27603996296817 26.22311510435619)
SANB489,POINT(-98.10156953729057 26.27580704670802)
SANB493,POINT(-97.54313977909982 27.6038253613181)
SANB672,POINT(-98.15021926227709 28.03263113580201)
SANB587,POINT(-98.07906312586618 26.85638501894407)
SANB670,POINT(-98.03641616664235 27.07187154127542)
SANB666,POINT(-98.19162608488087 26.51720812293363)
SANB496,POINT(-99.48260584608533 27.39211423532189)
SANB373,POINT(-98.09556306751713 26.42263866304464)
SANB419,POINT(-98.57384748814783 26.57948322248064)
SANB586,POINT(-98.14453082275088 26.82533296313933)
SANB664,POINT(-98.16335647236873 26.43402059513862)
SANB585,POINT(-98.09363215362924 26.28369715663872)
SANB273,POINT(-97.7145661716727 27.60923881033499)
SANB497,POINT(-98.29689541994601 26.80101555543144)
SANB498,POINT(-98.20788028450663 26.46389781941838)
SANB499,POINT(-98.16862972052618 26.30162946713894)
SANB581,POINT(-97.69720725211147 27.08019908911711)
SANB580,POINT(-98.45352214059446 26.45391134862356)
SANB579,POINT(-97.59719841280507 26.61779605640615)
SANB578,POINT(-98.87749374941939 27.07163391859253)
SANB375,POINT(-98.21290369109225 26.29342468328105)
SANB501,POINT(-98.08825665164693 26.19217839937379)
SANB505,POINT(-97.92863285228627 26.72300528465784)
SANB577,POINT(-97.9337522011428 26.1762948163795)
SANB532,POINT(-98.83748546380275 26.48399254632436)
SANB298,POINT(-97.9384603872381 26.54920163342337)
SANB311,POINT(-97.87651823057855 26.52191135135969)
SANB313,POINT(-98.53328786665423 27.82233112578404)
SANB423,POINT(-98.17612144243667 26.42379601267769)
SANB378,POINT(-99.10864027833696 27.00406166113455)
SANB513,POINT(-97.2636903799265 26.05537028868418)
SANB147,POINT(-98.85704353671109 27.60907349014468)
SANB360,POINT(-98.91761048460909 27.24021714606994)
SANB319,POINT(-98.0914405808031 27.09985160708093)
SANB320,POINT(-97.99296187314421 26.47446975570506)
SANB425,POINT(-98.05168364230309 26.40908944023391)
SANB138,POINT(-98.1700229784166 26.3751793909941)
SANB139,POINT(-97.99287312777234 26.36851806435403)
SANB379,POINT(-98.9573885729736 28.04716061001733)
SANB324,POINT(-98.3919271317831 26.93491258459302)
SANB326,POINT(-98.5321715184956 26.70602455898758)
SANB327,POINT(-98.2385581154502 26.3504944889149)
SANB427,POINT(-97.87194440542916 27.76045263999039)
SANB516,POINT(-97.96167008780942 26.0815387050399)
SANB428,POINT(-98.73659584774693 26.72336455906239)
SANB329,POINT(-98.14985355720489 26.69474799069517)
SANB647,POINT(-98.31534513175393 26.81740187497773)
SANB651,POINT(-99.20123364239866 27.56458829128943)
SANB149,POINT(-98.11666116409002 26.42164744424959)
SANB652,POINT(-98.56355342610185 26.43457966992028)
SANB654,POINT(-98.24166461262878 26.23276767394256)
SANB663,POINT(-98.41968188554198 27.4653114300636)
SANB330,POINT(-98.11114381895277 26.19094892051537)
SANB331,POINT(-98.08035778729194 26.7168468223868)
SANB333,POINT(-97.63154227503264 26.55561180464548)
SANB434,POINT(-97.63920645148771 26.88453073270463)
SANB435,POINT(-97.67819543835715 26.23410292850453)
SANB194,POINT(-97.6575157608779 26.20781548639755)
SANB193,POINT(-97.64507658414635 26.25278272464281)
SANB191,POINT(-98.46242676398829 26.45953036704486)
SANB189,POINT(-98.51227022704919 26.64426051760773)
SANB183,POINT(-99.12359157922003 27.21673750549078)
SANB181,POINT(-97.9062016501003 26.64861308422302)
SANB179,POINT(-98.01661539470909 26.34350405482569)
SANB198,POINT(-98.4575274877638 28.04896541211771)
SANB178,POINT(-97.83452508266036 26.99163444646366)
SANB177,POINT(-98.51496880647126 27.41446399258626)
SANB199,POINT(-98.04988097074138 26.44878098908694)
SANB204,POINT(-97.84552372917746 26.42802142571474)
SANB175,POINT(-99.5247427064892 28.13453659243369)
SANB207,POINT(-97.62504433648674 27.01367983286614)
SANB172,POINT(-98.43615597182229 26.23703151802844)
SANB212,POINT(-98.51831887403576 27.50674501094001)
SANB168,POINT(-98.13458564763516 27.29996623226728)
SANB167,POINT(-98.08155484206033 26.22342982317457)
SANB223,POINT(-98.15897989665918 26.38738560704421)
SANB224,POINT(-97.86922695412272 26.9071255734314)
SANB227,POINT(-99.37276128336026 27.99766896000773)
SANB162,POINT(-98.1561326869999 26.46390128742956)
SANB230,POINT(-98.49898538090578 26.22399956806699)
SANB161,POINT(-98.61779889223871 26.62711964518465)
SANB259,POINT(-97.95083425562643 26.24792079609223)
SANB698,POINT(-98.21700065647762 26.6690974220217)
SANB619,POINT(-98.42023275345525 26.48893284671244)
SANB546,POINT(-98.07251098511965 27.47761436484483)
SANB444,POINT(-97.39845951485341 26.4843766872254)
SANB267,POINT(-97.86522766506604 27.13710100026442)
SANB216,POINT(-97.95623744531865 27.9314394421605)
SANB220,POINT(-97.92753915667045 27.28097929828352)
SANB316,POINT(-98.04388378038426 27.70313936633233)
SANB244,POINT(-98.42213249200758 27.69878122258807)
SANB531,POINT(-99.17057892475168 26.93732130412984)
SANB374,POINT(-98.23554367511716 27.81321264094513)
SANB095,POINT(-98.09814757215112 26.76371227780542)
SANB677,POINT(-98.72538920894333 28.23209350802158)
SANB614,POINT(-99.42099573924868 27.86914789619671)
SANB649,POINT(-98.71647233707444 27.71825838277915)
SANB485,POINT(-97.62855228650793 27.58748056983945)
SANA539,POINT(-99.43091702892654 29.94278147956885)
SANA535,POINT(-98.90001533746529 30.11622282188102)
SANA095,POINT(-99.94207533760154 30.69171826243451)
SANA506,POINT(-98.97018905825327 28.85708572587001)
SANA183,POINT(-97.6462998334408 28.24547157846742)
SANA163,POINT(-97.70716524017469 28.42628031833962)
SANA418,POINT(-97.93094163954606 28.20305300627317)
SANA167,POINT(-98.31690196474614 29.0446468093545)
SANA591,POINT(-99.5247700358515 30.04094640757737)
SANA333,POINT(-98.71105104511702 30.27173557877398)
SANA218,POINT(-99.26826972765883 29.59396536033148)
SANA266,POINT(-99.66290383903535 29.31123029208142)
SANA395,POINT(-98.72820615180497 28.76876355693461)
SANA460,POINT(-98.65826782587128 28.73324897401814)
SANA483,POINT(-98.3098161817837 29.92077399599626)
SANA594,POINT(-98.66759896565331 29.98393313127461)
SANA265,POINT(-98.4132858807304 29.77504614010954)
SANA276,POINT(-98.2896946483106 29.48419548035074)
SANA600,POINT(-99.98956095148567 30.45990491733089)
SANA197,POINT(-99.34126690576785 30.21623982446595)
SANA066,POINT(-97.9241866435207 29.56860585293544)
SANA687,POINT(-99.00779829293893 29.52338355912201)
SANA518,POINT(-98.53226510492593 29.25618220530541)
SANA178,POINT(-98.1390180363624 29.48187079576961)
SANA517,POINT(-97.92884123717484 28.50271251251987)
SANA086,POINT(-99.81151767507139 30.62259701654011)
SANA599,POINT(-99.55920439820346 29.86381683770309)
SANA249,POINT(-99.60667358372018 29.7503529990359)
SANA188,POINT(-99.94887571382033 29.93504569806548)
SANA734,POINT(-97.61444759475543 27.97123371200898)
SANA283,POINT(-97.727634516154 28.09334800839009)
SANA108,POINT(-97.50856397582191 28.31608508720006)
SANA058,POINT(-97.52018836221075 28.05095071864319)
SANA006,POINT(-98.7523895616935 28.78383774739082)
SANA063,POINT(-98.59247215556123 30.42716486523589)
SANA111,POINT(-98.05226384823723 28.06750784002161)
SANA242,POINT(-99.15251356132188 29.85005529199172)
SANA122,POINT(-97.98779381092824 28.81196037754557)
SANA590,POINT(-98.00382599957504 28.56534139865276)
SANA711,POINT(-97.47783252256768 28.08139539097771)
SANA349,POINT(-98.99279751767172 29.8912518620455)
SANA326,POINT(-98.25353987186926 29.25728024675465)
SANA495,POINT(-99.17562030166914 29.78888063137516)
SANA190,POINT(-98.46062432156762 29.33263280644027)
SANA230,POINT(-98.3438044259975 29.43139314598989)
SANA572,POINT(-98.36861874354464 29.16663778010192)
SANA293,POINT(-98.70076902900885 30.02907240677955)
SANA285,POINT(-98.99341855532926 28.99519797928736)
SANA325,POINT(-97.92362121984998 28.87627355620973)
SANA160,POINT(-99.85138449622032 29.19656473443276)
SANA558,POINT(-99.32070441627074 29.99027782675633)
SANA245,POINT(-98.61720415199584 29.886075420868)
SANA172,POINT(-98.54816319019875 29.85019128609642)
SANA443,POINT(-98.82345021789365 28.84756851897789)
SANA480,POINT(-97.87242768780325 28.18528705701652)
SANA574,POINT(-97.84077431596484 28.40073651737314)
SANA538,POINT(-98.26585376604504 29.02621989896378)
SANA376,POINT(-98.17265261815903 28.90765358749108)
SANA622,POINT(-97.7662587533346 28.33467899418594)
SANA703,POINT(-98.02877130890046 28.40449742611813)
SANA688,POINT(-99.06034853578296 30.02799381924977)
SANA467,POINT(-97.89755591441346 29.06595651694634)
SANA468,POINT(-98.26753907973023 29.69401190377939)
SANA469,POINT(-99.82987175785787 30.00672688729354)
SANA470,POINT(-98.76491392790584 29.64038981149105)
SANA472,POINT(-98.84802146345183 29.96104943505241)
SANA474,POINT(-98.81828972899949 30.32702079510458)
SANA475,POINT(-98.31672221917755 29.76097493757725)
SANA478,POINT(-99.34647849560281 29.49372190851009)
SANA481,POINT(-98.5051915713811 29.42573424760654)
SANA482,POINT(-97.91475110492154 29.46121271663)
SANA484,POINT(-99.36160394105757 28.65397358076319)
SANA113,POINT(-98.82003330888881 29.79547079811671)
SANA002,POINT(-98.00539229121658 29.07438415253723)
SANA050,POINT(-98.69256086812516 30.12901962145341)
SANA084,POINT(-99.56208715456913 30.48851898895992)
SANA153,POINT(-98.24059948785693 29.95021691121044)
SANA524,POINT(-98.28014822774179 29.69697470368453)
SANA628,POINT(-99.68311522123082 30.23187842672645)
SANA085,POINT(-97.81205327427152 28.89360031294647)
SANA422,POINT(-99.84208342700629 30.39202840556266)
SANA449,POINT(-99.2513216061521 29.82729032652837)
SANA352,POINT(-99.21173564730461 29.65022878345855)
SANA059,POINT(-98.29373492923737 29.8628331032887)
DFWC092,POINT(-97.81994255716192 33.08225879202473)
SANA216,POINT(-99.14511940248421 30.16301873963008)
SANA155,POINT(-99.35389040736179 30.0654987312528)
SANA383,POINT(-98.606928047439 28.96993358453044)
SANA359,POINT(-98.21649562418415 29.80420615710882)
SANA500,POINT(-99.83127428509918 30.50781870052796)
SANA647,POINT(-99.35732587397133 30.08783931812754)
SANA027,POINT(-98.9060476308335 30.11805707329395)
SANA036,POINT(-98.14401572359439 28.30490287707655)
SANA705,POINT(-97.72061113376432 28.35677153736272)
DFWC192,POINT(-99.02076324923162 33.47341765301667)
SANA224,POINT(-98.08342428122742 28.83837077828652)
SANA057,POINT(-99.04145064237817 29.60953847886514)
SANA559,POINT(-98.10277924845232 29.39129084774024)
SANA345,POINT(-99.88199017215189 29.0927957145718)
SANA100,POINT(-98.62647210604027 29.73168422904929)
SANA269,POINT(-99.44340281035484 30.28002594234491)
SANA436,POINT(-98.48106262317633 29.17412320556296)
SANA093,POINT(-99.03496233173753 29.15267620256789)
SANA098,POINT(-99.38647441475801 29.18042897324945)
SANA306,POINT(-98.23792833895197 29.92786533924572)
SANA071,POINT(-98.0872022729042 29.17406203759624)
SANA318,POINT(-98.933269156875 30.02916018198233)
SANA595,POINT(-97.77093741851502 28.91599601842796)
DFWC459,POINT(-99.28579212038264 33.86723209666125)
DFWC461,POINT(-97.3220368523546 32.73025332304385)
DFWC667,POINT(-97.54646515421874 33.00385250628971)
DFWC462,POINT(-98.06517705822694 33.09732038792252)
DFWC463,POINT(-98.76941536722124 32.93584285354472)
DFWC465,POINT(-98.33580683883342 33.8355734163338)
DFWC466,POINT(-97.20147900394596 32.67644287370506)
DFWC079,POINT(-97.74430513593012 32.970408702807)
DFWC589,POINT(-98.21388359091017 32.79766950456187)
DFWC271,POINT(-99.91343442330462 34.53696080150566)
DFWC152,POINT(-99.80089896220842 33.21357619099666)
DFWC236,POINT(-97.75069551241803 33.29970745044306)
DFWC431,POINT(-99.64379643957267 33.07262507419012)
DFWC370,POINT(-99.41980054329497 33.1686657124177)
DFWC331,POINT(-98.14568250244515 34.11691949110266)
DFWC609,POINT(-98.60671010438993 32.65445040417259)
DFWC252,POINT(-98.67606041017173 33.34943258939401)
DFWC356,POINT(-97.65315078654605 33.97582424672979)
DFWC279,POINT(-97.39986234974943 32.93464636535642)
DFWC570,POINT(-97.82099194585165 32.79224262993105)
DFWC004,POINT(-97.82285251693523 32.75849252908411)
DFWC562,POINT(-97.6330499132126 33.59358427337892)
DFWC089,POINT(-97.97581468667849 33.44423658193013)
DFWC394,POINT(-97.8268508936957 33.7723443793124)
DFWC520,POINT(-97.88170073431701 32.71978767760756)
DFWC145,POINT(-99.26711724080651 33.30828349871769)
DFWC713,POINT(-98.28850416341024 33.77464771849026)
DFWC268,POINT(-99.81500598460131 33.0064957376292)
DFWC382,POINT(-97.74957690874372 32.66009385076885)
DFWC196,POINT(-99.62097864269532 33.28572031608477)
DFWC707,POINT(-97.77650825814806 32.65295859419624)
DFWC706,POINT(-97.54824481774209 33.73775312357115)
DFWC511,POINT(-98.9922539758934 33.78053277458198)
DFWC002,POINT(-99.02498510770317 33.56326511574714)
DFWC460,POINT(-97.91159244378936 32.91044351156075)
DFWC762,POINT(-98.17540028091784 32.81907821077936)
DFWC603,POINT(-97.73298665318443 33.46781092356615)
DFWC591,POINT(-97.48999291158066 32.6816251554437)
DFWC277,POINT(-97.41320897247222 33.11009051442717)
DFWC313,POINT(-98.11267946255573 32.80706026157286)
DFWC638,POINT(-97.46431703227587 33.42885897778469)
DFWC479,POINT(-97.54798457221457 32.9037239815169)
DFWC335,POINT(-97.80964605213194 32.96425973309732)
DFWC473,POINT(-97.45076560445409 33.3181221373701)
DFWC291,POINT(-97.67562034316695 32.59869184170096)
DFWC600,POINT(-97.70662001896928 32.64088027049591)
DFWC688,POINT(-97.598293879523 32.93755001498344)
DFWC329,POINT(-98.05699932653535 32.97412070635188)
DFWC064,POINT(-97.75923735550369 33.19731793436572)
DFWC495,POINT(-99.49539093512759 34.38935910808325)
DFWC494,POINT(-99.61757238787622 33.79175622419439)
DFWC319,POINT(-97.43903966243658 33.04647114852087)
DFWC493,POINT(-97.67606898557464 32.62938788479539)
